Age,Revenu,Montant_Credit,Duree_Mois,Score_Credit,Nb_Credits_Prec,Ratio_Dette_Revenu,Statut_Emploi,Niveau_Education,Type_Propriete,Historique_Credit,Objet_Credit,Defaut_Paiement
38,65.35,19.32,73,461,7,20.24,CDI,Bac,Locataire,Mauvais,Automobile,1
35,43.22,15.8,74,481,7,70.46,CDD,Doctorat,Propriétaire,Bon,Immobilier,0
20,108.93,30.06,46,848,5,84.19,CDD,Licence,Locataire,Acceptable,Immobilier,1
59,142.47,9.87,50,381,4,53.98,Indépendant,Bac,Propriétaire,Mauvais,Professionnel,1
71,149.39,47.0,79,823,4,32.33,Indépendant,Master,Propriétaire,Acceptable,Automobile,1
78,75.79,20.01,35,303,0,47.86,CDI,Bac,Propriétaire,Bon,Automobile,0
56,49.09,14.85,82,794,1,51.23,CDI,Bac,Propriétaire,Excellent,Professionnel,0
58,74.78,27.34,50,350,10,40.06,Indépendant,Licence,Propriétaire,Acceptable,Automobile,0
66,129.38,17.46,50,560,3,92.98,Chômeur,Licence,Propriétaire,Mauvais,Immobilier,1
28,42.81,29.07,84,433,5,74.39,CDD,Bac,Locataire,Bon,Immobilier,1
56,143.53,20.68,50,661,10,24.13,CDI,Licence,Locataire,Bon,Automobile,0
41,61.15,10.94,60,516,6,58.56,CDI,Master,Propriétaire,Bon,Automobile,1
77,148.08,16.97,64,367,0,68.87,CDI,Bac,Propriétaire,Acceptable,Immobilier,1
63,128.21,24.73,10,442,7,14.02,Indépendant,Bac,Propriétaire,Excellent,Consommation,1
36,124.16,6.36,37,645,0,35.84,CDI,Doctorat,Propriétaire,Acceptable,Consommation,0
21,57.92,39.68,11,493,8,90.55,CDI,Licence,Propriétaire,Acceptable,Automobile,1
43,16.18,32.98,31,545,3,56.72,CDI,Licence,Propriétaire,Bon,Consommation,1
55,66.59,32.06,42,613,6,21.7,CDD,Bac,Locataire,Excellent,Immobilier,0
59,55.74,29.57,18,683,10,12.28,CDI,Licence,Locataire,Acceptable,Immobilier,0
49,20.05,31.56,74,576,5,51.82,CDD,Licence,Propriétaire,Excellent,Consommation,0
56,83.22,47.06,30,371,8,54.77,Indépendant,Doctorat,Locataire,Bon,Immobilier,1
62,69.41,5.39,18,428,1,33.44,CDI,Licence,Locataire,Excellent,Immobilier,0
63,100.67,7.15,25,657,10,63.04,CDD,Licence,Propriétaire,Bon,Immobilier,0
53,98.86,13.62,77,824,6,6.87,CDI,Master,Propriétaire,Bon,Consommation,0
57,31.3,12.53,65,519,10,14.51,CDI,Doctorat,Locataire,Acceptable,Immobilier,0
54,146.89,13.15,78,305,4,54.63,CDD,Bac,Locataire,Acceptable,Immobilier,1
50,40.24,35.24,26,527,6,6.18,CDD,Master,Propriétaire,Mauvais,Immobilier,0
53,75.11,25.68,66,316,0,88.09,Indépendant,Licence,Locataire,Bon,Consommation,1
20,80.9,49.63,84,311,10,14.21,CDD,Licence,Propriétaire,Excellent,Automobile,1
26,124.76,15.21,31,798,10,67.39,Indépendant,Licence,Locataire,Bon,Immobilier,0
25,28.4,18.99,59,801,9,39.12,CDI,Licence,Propriétaire,Excellent,Consommation,0
50,72.87,49.29,47,369,8,39.98,CDD,Bac,Propriétaire,Excellent,Consommation,1
76,99.85,42.43,16,407,0,76.49,CDD,Licence,Locataire,Bon,Automobile,0
23,44.05,26.14,42,500,4,49.95,CDI,Licence,Locataire,Bon,Immobilier,0
58,99.71,29.96,16,351,7,72.57,CDI,Bac,Propriétaire,Excellent,Automobile,1
56,139.69,42.94,32,848,0,50.52,CDD,Licence,Propriétaire,Bon,Professionnel,1
21,149.66,26.64,39,558,6,59.29,CDI,Doctorat,Propriétaire,Bon,Immobilier,0
30,19.38,14.27,43,781,1,76.07,CDI,Master,Propriétaire,Bon,Immobilier,1
66,46.8,42.28,66,563,6,60.73,CDD,Licence,Propriétaire,Acceptable,Immobilier,1
77,56.89,29.2,58,602,6,61.56,Retraité,Master,Locataire,Excellent,Automobile,0
19,68.88,11.89,70,424,8,78.92,Chômeur,Licence,Propriétaire,Bon,Consommation,1
77,47.7,27.75,8,569,5,94.91,CDI,Bac,Locataire,Excellent,Immobilier,1
22,42.47,23.59,72,779,3,37.67,CDD,Licence,Locataire,Excellent,Immobilier,1
61,143.86,44.46,33,431,6,57.71,CDI,Bac,Propriétaire,Acceptable,Professionnel,1
44,139.0,10.67,19,301,6,8.63,CDI,Master,Locataire,Bon,Consommation,1
49,21.34,44.38,57,414,3,35.88,Indépendant,Doctorat,Autre,Acceptable,Professionnel,1
38,60.74,28.05,35,780,1,41.2,CDI,Licence,Propriétaire,Bon,Consommation,0
25,69.7,23.2,63,300,10,83.52,CDI,Licence,Locataire,Bon,Automobile,0
55,47.27,12.29,59,630,8,51.34,Chômeur,Licence,Locataire,Mauvais,Immobilier,1
25,99.9,36.54,74,690,7,73.11,Indépendant,Bac,Locataire,Acceptable,Automobile,1
67,101.45,46.71,20,442,4,1.9,Indépendant,Master,Propriétaire,Excellent,Automobile,0
20,129.82,21.89,43,627,4,46.45,Chômeur,Licence,Locataire,Acceptable,Automobile,1
71,115.02,15.87,83,676,0,90.13,Indépendant,Bac,Propriétaire,Bon,Automobile,0
61,88.25,29.97,19,389,10,22.43,CDI,Master,Locataire,Bon,Professionnel,0
78,103.23,40.83,62,341,8,3.15,CDD,Bac,Locataire,Acceptable,Immobilier,1
75,51.99,5.17,64,334,10,43.34,CDI,Doctorat,Locataire,Mauvais,Immobilier,0
20,95.06,33.41,13,793,9,70.44,CDI,Licence,Propriétaire,Excellent,Automobile,0
39,81.05,31.84,77,423,10,45.45,Indépendant,Licence,Propriétaire,Acceptable,Consommation,0
23,33.0,19.32,24,356,7,46.0,CDD,Bac,Propriétaire,Excellent,Professionnel,1
19,47.74,25.31,37,755,4,66.98,CDI,Licence,Locataire,Bon,Automobile,1
40,54.38,16.11,34,534,9,25.44,CDI,Master,Propriétaire,Acceptable,Immobilier,1
61,139.78,40.54,46,691,5,75.19,CDI,Licence,Propriétaire,Bon,Automobile,1
19,46.1,33.55,80,791,9,15.31,Chômeur,Master,Propriétaire,Excellent,Professionnel,0
55,54.05,28.97,50,642,10,39.58,CDD,Licence,Locataire,Bon,Automobile,1
34,64.86,22.66,18,475,9,65.6,CDD,Master,Propriétaire,Acceptable,Consommation,0
52,104.61,18.11,32,351,7,82.84,CDD,Doctorat,Autre,Bon,Immobilier,1
51,30.96,42.02,24,849,5,79.15,CDD,Licence,Locataire,Excellent,Immobilier,1
40,143.78,25.31,31,777,9,72.17,Indépendant,Licence,Locataire,Bon,Automobile,0
47,131.85,27.57,58,788,3,35.91,CDD,Master,Propriétaire,Mauvais,Consommation,1
69,92.92,28.44,56,304,2,12.23,Chômeur,Bac,Propriétaire,Acceptable,Professionnel,1
25,106.0,25.18,42,508,6,21.68,Retraité,Master,Propriétaire,Acceptable,Consommation,1
39,17.25,16.52,14,516,1,86.48,Retraité,Licence,Propriétaire,Acceptable,Automobile,1
61,60.76,10.42,57,835,6,85.73,CDD,Master,Locataire,Excellent,Automobile,1
75,122.41,9.43,59,641,0,95.16,Chômeur,Bac,Propriétaire,Bon,Consommation,1
53,25.46,39.09,8,700,9,7.6,CDI,Master,Propriétaire,Bon,Immobilier,0
22,53.11,15.06,74,761,4,53.68,Chômeur,Licence,Locataire,Excellent,Professionnel,1
30,94.02,7.51,13,510,8,64.87,Chômeur,Master,Propriétaire,Excellent,Automobile,1
46,49.62,40.89,19,325,0,71.07,Chômeur,Licence,Propriétaire,Acceptable,Professionnel,1
48,141.09,11.93,8,551,7,64.39,Indépendant,Bac,Propriétaire,Excellent,Consommation,0
64,32.69,33.13,29,302,8,77.0,CDI,Doctorat,Locataire,Bon,Immobilier,1
74,122.65,20.24,18,301,8,35.95,CDI,Master,Locataire,Bon,Immobilier,0
72,83.57,10.69,48,301,7,17.94,CDI,Doctorat,Locataire,Excellent,Automobile,1
33,116.29,23.65,34,449,3,20.46,Indépendant,Licence,Propriétaire,Bon,Immobilier,1
59,56.95,5.67,77,303,6,1.2,CDI,Licence,Propriétaire,Acceptable,Automobile,0
79,84.46,42.85,56,796,0,35.03,CDD,Licence,Locataire,Excellent,Automobile,1
47,130.67,28.11,47,849,6,9.17,CDD,Licence,Locataire,Excellent,Automobile,0
74,78.03,11.26,36,767,5,32.15,CDD,Bac,Locataire,Acceptable,Immobilier,1
72,63.56,15.66,68,369,4,62.82,Chômeur,Bac,Locataire,Bon,Professionnel,1
33,87.38,25.16,31,500,0,89.45,CDD,Master,Propriétaire,Acceptable,Automobile,1
29,111.84,13.5,23,607,7,83.96,Indépendant,Licence,Locataire,Excellent,Consommation,1
34,74.88,17.09,62,551,9,25.27,CDD,Doctorat,Locataire,Acceptable,Immobilier,1
33,141.75,29.05,12,586,0,13.41,Indépendant,Bac,Locataire,Bon,Consommation,1
29,54.82,42.47,53,591,0,19.31,CDI,Doctorat,Locataire,Bon,Immobilier,1
25,79.19,23.08,65,453,2,97.1,CDI,Licence,Propriétaire,Excellent,Consommation,1
37,117.19,37.26,38,432,7,54.95,Chômeur,Master,Locataire,Excellent,Consommation,1
20,108.03,44.45,8,573,7,18.25,CDD,Licence,Autre,Acceptable,Professionnel,1
33,131.59,14.73,9,808,6,84.07,CDD,Master,Propriétaire,Excellent,Immobilier,0
47,149.57,41.32,9,652,4,39.52,CDD,Licence,Propriétaire,Excellent,Immobilier,0
62,72.63,39.08,47,304,7,89.92,CDI,Licence,Locataire,Bon,Consommation,1
40,30.01,21.06,14,592,1,26.07,CDD,Bac,Propriétaire,Bon,Immobilier,0
45,19.11,49.53,56,659,7,39.32,CDI,Licence,Locataire,Bon,Immobilier,1
68,113.13,16.82,22,513,10,50.49,CDD,Master,Propriétaire,Bon,Automobile,0
57,132.99,16.47,22,705,1,89.26,CDD,Bac,Locataire,Bon,Immobilier,1
71,44.8,39.75,25,735,9,86.88,CDD,Master,Propriétaire,Bon,Immobilier,1
22,36.39,24.56,19,314,4,57.44,CDD,Bac,Propriétaire,Mauvais,Automobile,1
37,23.4,19.89,27,572,10,22.18,Retraité,Master,Locataire,Bon,Immobilier,0
57,126.06,13.04,57,344,3,40.34,CDD,Doctorat,Locataire,Bon,Automobile,0
73,57.04,39.44,32,711,0,97.56,Chômeur,Licence,Propriétaire,Bon,Automobile,1
61,69.23,40.38,48,486,4,60.78,CDD,Bac,Propriétaire,Acceptable,Consommation,0
18,82.87,30.5,8,469,6,78.11,CDD,Licence,Locataire,Excellent,Professionnel,1
74,128.33,48.08,13,700,0,44.99,CDI,Bac,Locataire,Bon,Immobilier,0
47,102.86,19.32,15,545,1,53.2,CDI,Licence,Locataire,Bon,Consommation,0
38,98.03,14.88,34,342,8,42.9,CDD,Bac,Locataire,Bon,Professionnel,1
37,38.72,35.49,45,478,4,70.29,CDI,Licence,Propriétaire,Bon,Consommation,0
23,84.28,39.13,70,756,6,85.15,Indépendant,Bac,Locataire,Acceptable,Professionnel,1
39,111.58,15.12,26,834,1,50.74,CDD,Bac,Locataire,Excellent,Immobilier,0
35,146.39,8.45,29,543,6,48.09,Chômeur,Bac,Locataire,Bon,Consommation,1
25,42.19,41.47,78,316,6,34.03,Retraité,Licence,Locataire,Acceptable,Consommation,1
56,16.29,48.94,65,411,6,17.71,CDI,Licence,Locataire,Bon,Immobilier,1
49,25.17,34.01,31,846,4,93.92,CDI,Bac,Locataire,Excellent,Consommation,1
50,65.74,17.5,14,329,8,31.61,CDD,Licence,Locataire,Bon,Automobile,0
70,125.77,49.85,25,491,1,80.07,CDI,Master,Locataire,Mauvais,Immobilier,1
33,15.96,45.2,61,736,3,71.53,CDI,Bac,Locataire,Excellent,Immobilier,1
29,76.66,28.1,41,478,1,79.09,Indépendant,Master,Locataire,Excellent,Consommation,1
55,59.45,42.14,41,773,7,93.68,Retraité,Licence,Locataire,Bon,Consommation,1
69,22.09,41.71,78,433,10,62.34,Indépendant,Bac,Propriétaire,Bon,Automobile,1
51,75.78,47.07,27,611,0,89.8,CDD,Licence,Propriétaire,Bon,Automobile,0
78,49.39,42.84,6,324,8,16.77,CDI,Licence,Locataire,Acceptable,Immobilier,0
31,62.5,33.97,74,670,4,62.67,CDD,Master,Locataire,Excellent,Automobile,1
53,110.26,32.42,78,824,10,77.23,CDD,Bac,Propriétaire,Acceptable,Consommation,0
50,85.41,26.03,42,618,2,27.16,CDD,Doctorat,Propriétaire,Bon,Consommation,1
40,31.83,33.19,77,529,10,74.08,CDI,Licence,Propriétaire,Mauvais,Consommation,1
67,144.79,40.78,18,401,3,77.85,Chômeur,Licence,Propriétaire,Mauvais,Professionnel,1
62,100.85,48.61,48,749,0,83.12,Indépendant,Bac,Propriétaire,Bon,Consommation,1
19,118.39,26.03,42,677,2,31.29,CDD,Bac,Locataire,Bon,Immobilier,0
58,25.69,30.81,79,502,10,68.16,Chômeur,Licence,Locataire,Acceptable,Automobile,1
38,21.35,25.02,30,566,7,30.43,CDI,Licence,Locataire,Bon,Immobilier,0
19,17.63,35.08,26,761,1,73.9,CDI,Master,Propriétaire,Excellent,Automobile,1
44,40.49,33.35,46,664,1,46.3,Indépendant,Master,Locataire,Mauvais,Consommation,1
74,70.95,5.8,78,403,8,59.75,Retraité,Bac,Locataire,Bon,Immobilier,1
26,141.34,29.35,47,410,4,41.58,CDD,Licence,Propriétaire,Excellent,Consommation,1
18,76.7,8.98,47,727,4,16.2,CDI,Bac,Propriétaire,Acceptable,Automobile,1
28,54.18,6.19,7,768,0,17.8,Indépendant,Licence,Locataire,Bon,Consommation,1
20,90.86,40.6,73,549,5,7.76,CDI,Master,Locataire,Excellent,Immobilier,0
69,30.11,16.64,13,781,7,61.81,CDD,Licence,Locataire,Excellent,Immobilier,0
79,97.28,20.33,66,630,5,84.86,CDI,Master,Propriétaire,Bon,Automobile,1
40,91.74,7.88,19,500,6,2.08,Chômeur,Doctorat,Locataire,Mauvais,Consommation,1
43,121.92,13.08,82,753,3,6.62,CDD,Licence,Propriétaire,Mauvais,Consommation,1
21,148.2,39.45,26,803,1,45.75,Chômeur,Bac,Locataire,Bon,Consommation,1
35,48.87,27.21,29,845,0,73.77,CDI,Licence,Locataire,Acceptable,Immobilier,1
72,83.8,44.63,55,410,5,15.77,CDI,Bac,Propriétaire,Bon,Immobilier,0
23,137.7,22.88,50,843,8,27.17,Chômeur,Licence,Propriétaire,Acceptable,Consommation,1
52,121.0,17.09,69,508,9,23.2,CDI,Master,Propriétaire,Bon,Immobilier,0
39,80.8,20.64,69,332,4,39.91,CDD,Licence,Propriétaire,Bon,Consommation,0
60,142.63,37.07,31,406,1,22.5,CDI,Master,Propriétaire,Bon,Automobile,1
32,22.73,29.98,37,564,0,35.26,Indépendant,Master,Locataire,Excellent,Automobile,1
39,140.68,45.69,62,525,2,72.85,CDI,Master,Locataire,Excellent,Automobile,0
77,21.82,32.1,58,786,3,61.1,CDI,Bac,Locataire,Bon,Professionnel,1
54,88.89,27.19,38,478,6,8.12,CDD,Master,Locataire,Mauvais,Consommation,1
69,135.21,40.36,57,521,8,63.77,CDI,Licence,Locataire,Mauvais,Consommation,1
59,50.47,47.64,23,669,7,47.71,CDI,Bac,Locataire,Acceptable,Automobile,1
29,78.75,21.01,40,466,8,93.46,Indépendant,Doctorat,Propriétaire,Excellent,Immobilier,1
64,58.78,16.24,17,599,6,28.93,CDD,Doctorat,Locataire,Bon,Professionnel,0
66,143.54,32.73,56,680,9,72.62,CDI,Licence,Propriétaire,Bon,Immobilier,0
59,126.19,27.45,15,334,7,73.09,CDD,Master,Propriétaire,Bon,Automobile,0
55,110.72,49.51,57,706,7,22.15,Chômeur,Bac,Locataire,Excellent,Immobilier,1
35,94.33,25.81,39,801,0,90.32,CDI,Licence,Propriétaire,Bon,Automobile,0
62,125.78,8.34,72,613,8,49.12,CDD,Bac,Locataire,Excellent,Immobilier,0
52,67.96,48.98,44,400,1,67.89,Indépendant,Licence,Propriétaire,Acceptable,Consommation,1
47,75.42,42.96,13,514,10,14.59,CDI,Licence,Propriétaire,Acceptable,Professionnel,0
41,113.55,13.02,34,361,6,25.78,CDI,Bac,Locataire,Bon,Automobile,0
59,63.3,45.71,27,668,9,58.61,CDD,Licence,Propriétaire,Bon,Immobilier,0
47,23.63,20.33,75,667,9,31.9,Indépendant,Bac,Propriétaire,Excellent,Consommation,0
31,25.04,21.97,66,393,4,49.97,CDI,Bac,Propriétaire,Bon,Automobile,1
23,30.57,45.79,48,768,3,37.4,Indépendant,Licence,Autre,Bon,Professionnel,1
20,132.41,28.86,54,325,0,64.06,CDD,Licence,Propriétaire,Acceptable,Immobilier,1
33,78.75,11.2,34,734,0,48.71,CDI,Licence,Locataire,Excellent,Immobilier,0
24,111.24,21.61,36,420,2,0.46,CDD,Bac,Locataire,Bon,Consommation,1
69,68.04,37.49,58,349,0,64.97,Retraité,Licence,Locataire,Excellent,Consommation,1
31,49.93,12.84,39,335,7,42.21,CDI,Bac,Locataire,Bon,Automobile,1
26,61.87,31.56,43,709,2,34.17,CDD,Licence,Propriétaire,Excellent,Immobilier,0
32,122.21,36.29,62,588,10,9.41,CDD,Master,Autre,Bon,Immobilier,0
38,99.4,20.47,9,678,9,22.04,CDI,Bac,Locataire,Bon,Immobilier,0
52,141.58,36.22,7,399,1,22.38,CDI,Licence,Propriétaire,Acceptable,Immobilier,0
19,106.76,44.79,17,623,5,93.54,CDI,Bac,Propriétaire,Excellent,Consommation,0
44,91.97,26.25,40,628,3,43.25,CDI,Licence,Locataire,Excellent,Immobilier,0
19,97.38,22.23,75,520,10,4.21,CDI,Licence,Locataire,Acceptable,Automobile,1
52,142.22,16.3,77,409,10,13.88,Indépendant,Master,Locataire,Excellent,Consommation,1
35,121.41,32.19,26,448,3,7.9,Retraité,Licence,Locataire,Excellent,Immobilier,0
31,18.25,44.59,66,705,1,58.89,CDI,Licence,Locataire,Bon,Consommation,0
37,87.11,19.61,40,709,1,18.66,CDI,Licence,Propriétaire,Acceptable,Consommation,0
35,107.93,22.83,53,428,10,49.86,CDI,Bac,Propriétaire,Bon,Immobilier,0
27,116.07,23.3,20,783,5,37.01,CDI,Master,Locataire,Excellent,Consommation,1
42,43.77,30.24,76,407,4,80.39,CDI,Licence,Propriétaire,Bon,Automobile,1
19,132.07,15.28,20,688,8,32.05,CDI,Bac,Propriétaire,Acceptable,Consommation,0
42,144.04,42.0,11,724,3,45.83,Chômeur,Licence,Locataire,Bon,Consommation,1
78,46.96,18.3,73,746,4,72.13,CDI,Licence,Propriétaire,Excellent,Consommation,1
71,134.15,36.74,27,367,0,43.34,CDD,Bac,Propriétaire,Acceptable,Automobile,1
50,28.09,28.09,37,365,1,79.32,CDI,Licence,Locataire,Bon,Immobilier,0
53,22.52,31.37,27,803,2,66.17,CDI,Licence,Locataire,Excellent,Immobilier,0
48,32.45,13.08,32,803,4,41.05,Chômeur,Licence,Propriétaire,Acceptable,Consommation,1
31,22.8,38.08,20,620,4,50.4,CDI,Bac,Locataire,Bon,Professionnel,1
18,129.08,13.49,49,746,3,96.72,Retraité,Doctorat,Locataire,Acceptable,Immobilier,1
63,22.97,10.11,14,509,9,66.16,CDI,Bac,Propriétaire,Excellent,Immobilier,0
33,51.67,29.6,39,669,2,90.5,CDD,Licence,Propriétaire,Bon,Consommation,1
71,29.01,36.92,78,757,8,17.88,Retraité,Master,Propriétaire,Bon,Automobile,1
63,54.88,7.25,20,462,0,48.32,CDI,Bac,Locataire,Bon,Immobilier,0
78,27.23,8.12,67,631,5,90.87,CDI,Bac,Locataire,Bon,Immobilier,1
69,105.18,41.12,50,649,6,32.26,Indépendant,Bac,Locataire,Acceptable,Immobilier,0
20,33.0,41.41,77,767,9,96.77,CDI,Bac,Locataire,Bon,Professionnel,0
52,130.0,16.04,63,725,3,9.71,CDD,Bac,Propriétaire,Acceptable,Professionnel,0
58,125.32,32.69,24,626,9,90.27,CDI,Licence,Propriétaire,Excellent,Immobilier,0
23,16.84,24.94,21,405,2,44.52,CDI,Licence,Propriétaire,Acceptable,Professionnel,1
42,135.92,33.47,80,554,7,7.37,CDI,Licence,Propriétaire,Bon,Immobilier,0
30,18.91,43.83,13,657,8,87.95,Chômeur,Bac,Locataire,Excellent,Consommation,1
70,47.35,8.59,38,743,0,25.19,CDI,Master,Locataire,Excellent,Immobilier,0
51,19.37,40.01,79,412,10,2.23,CDI,Bac,Propriétaire,Excellent,Consommation,0
25,60.34,27.19,23,329,9,13.58,CDD,Licence,Propriétaire,Bon,Automobile,1
38,84.37,30.39,40,823,8,65.91,CDI,Bac,Propriétaire,Bon,Immobilier,0
51,122.55,34.43,48,345,6,97.78,CDI,Bac,Autre,Mauvais,Professionnel,1
21,60.63,46.52,55,470,0,11.15,CDI,Licence,Locataire,Acceptable,Immobilier,1
42,110.24,7.55,8,429,6,46.19,Indépendant,Licence,Locataire,Acceptable,Professionnel,1
32,40.31,6.33,64,652,4,18.06,CDD,Licence,Propriétaire,Bon,Immobilier,1
21,116.33,13.02,33,502,9,74.5,CDI,Licence,Propriétaire,Acceptable,Immobilier,0
62,46.86,49.39,51,525,6,11.81,CDI,Doctorat,Propriétaire,Bon,Consommation,0
77,34.38,37.18,69,379,8,23.98,CDD,Licence,Autre,Bon,Automobile,0
29,40.03,32.66,75,609,7,19.64,Indépendant,Licence,Locataire,Bon,Automobile,0
49,39.58,7.12,52,334,5,55.25,CDI,Bac,Locataire,Excellent,Immobilier,0
49,84.24,44.56,19,460,1,87.32,CDI,Bac,Locataire,Excellent,Automobile,0
45,129.05,41.57,12,734,7,51.11,CDI,Licence,Locataire,Bon,Automobile,0
30,25.75,34.92,79,837,3,5.82,CDD,Licence,Propriétaire,Excellent,Automobile,1
48,110.44,20.26,84,524,7,56.34,Retraité,Licence,Propriétaire,Acceptable,Automobile,0
31,103.34,8.17,36,745,6,79.75,CDI,Bac,Locataire,Mauvais,Automobile,0
37,132.79,31.1,56,616,3,13.22,CDI,Master,Propriétaire,Excellent,Professionnel,0
35,47.96,37.39,34,713,7,7.27,CDI,Doctorat,Propriétaire,Bon,Consommation,0
46,75.76,9.24,20,394,10,18.78,CDI,Licence,Locataire,Acceptable,Immobilier,1
77,139.99,33.52,81,524,10,74.61,CDI,Master,Locataire,Bon,Immobilier,1
80,104.1,17.89,30,365,10,59.17,Chômeur,Master,Locataire,Mauvais,Automobile,1
23,67.48,39.39,66,696,1,54.06,CDI,Doctorat,Propriétaire,Acceptable,Immobilier,0
49,32.74,29.28,46,509,8,24.95,Indépendant,Licence,Propriétaire,Excellent,Automobile,1
46,50.44,10.81,74,773,5,33.22,CDI,Master,Locataire,Excellent,Consommation,0
60,93.46,28.69,9,789,6,96.59,Indépendant,Bac,Locataire,Mauvais,Consommation,1
79,111.95,22.81,62,479,9,24.06,CDD,Licence,Autre,Mauvais,Automobile,1
19,31.8,13.12,36,823,0,90.16,CDI,Master,Locataire,Bon,Automobile,0
77,95.95,42.87,8,758,2,58.05,Chômeur,Master,Locataire,Excellent,Automobile,0
40,89.3,5.5,72,367,9,12.33,CDI,Bac,Propriétaire,Bon,Automobile,0
36,84.38,19.05,55,628,4,46.73,CDD,Master,Propriétaire,Bon,Consommation,1
48,108.17,5.57,22,501,6,94.85,Chômeur,Licence,Propriétaire,Mauvais,Consommation,1
68,128.06,9.32,65,774,0,41.86,CDI,Bac,Locataire,Acceptable,Immobilier,1
22,58.6,18.37,79,817,8,86.34,CDD,Licence,Propriétaire,Bon,Consommation,0
36,135.02,7.44,71,314,4,25.64,Indépendant,Master,Locataire,Bon,Consommation,1
51,36.69,31.85,80,341,2,57.09,Retraité,Doctorat,Locataire,Acceptable,Immobilier,0
27,38.36,8.91,29,842,6,84.39,Indépendant,Master,Propriétaire,Bon,Immobilier,1
42,51.01,36.58,37,588,9,92.07,CDI,Bac,Locataire,Excellent,Consommation,1
19,31.14,7.37,24,832,7,48.58,CDD,Bac,Locataire,Bon,Automobile,0
79,46.09,7.67,71,543,9,63.97,Indépendant,Bac,Locataire,Bon,Consommation,1
28,29.37,18.74,65,473,9,0.3,CDD,Bac,Locataire,Acceptable,Immobilier,1
67,125.94,45.35,71,833,2,25.32,Chômeur,Licence,Propriétaire,Acceptable,Immobilier,0
78,33.76,33.86,20,808,6,27.87,CDI,Licence,Propriétaire,Bon,Immobilier,1
48,115.89,39.66,40,543,6,9.35,CDI,Bac,Propriétaire,Bon,Automobile,1
73,21.47,11.37,74,359,3,27.97,CDD,Master,Locataire,Bon,Automobile,1
32,143.05,42.54,32,403,9,32.11,Retraité,Licence,Locataire,Bon,Consommation,1
26,111.01,5.37,12,602,8,96.88,CDD,Master,Locataire,Acceptable,Consommation,1
40,15.92,14.59,11,376,0,66.86,Retraité,Licence,Propriétaire,Bon,Professionnel,0
36,118.12,32.72,38,317,0,42.6,Chômeur,Licence,Locataire,Mauvais,Immobilier,1
26,84.4,21.89,63,833,4,98.81,Chômeur,Licence,Autre,Acceptable,Immobilier,1
52,120.21,49.29,54,483,2,15.32,Chômeur,Licence,Locataire,Excellent,Immobilier,0
38,85.54,6.37,22,849,9,47.61,Chômeur,Licence,Propriétaire,Excellent,Automobile,0
26,101.54,49.94,47,580,8,64.71,Indépendant,Licence,Locataire,Bon,Immobilier,0
45,121.15,33.06,77,587,4,5.56,CDD,Master,Propriétaire,Bon,Consommation,1
79,69.69,30.14,45,824,6,71.7,CDI,Master,Propriétaire,Bon,Immobilier,0
63,15.37,7.68,51,773,0,9.99,CDI,Licence,Propriétaire,Excellent,Immobilier,0
68,129.74,17.3,76,566,1,14.03,CDI,Bac,Propriétaire,Mauvais,Automobile,1
24,66.42,46.61,75,656,10,15.97,CDI,Master,Locataire,Excellent,Automobile,0
33,81.97,20.94,73,300,3,92.89,CDI,Master,Propriétaire,Acceptable,Consommation,0
33,16.05,34.77,6,326,8,68.32,Chômeur,Licence,Locataire,Excellent,Consommation,1
77,81.43,49.98,84,847,4,65.54,CDD,Master,Propriétaire,Bon,Immobilier,0
50,148.18,16.84,57,459,4,55.55,CDI,Bac,Propriétaire,Bon,Consommation,0
21,52.57,30.92,40,698,8,29.28,Indépendant,Bac,Propriétaire,Bon,Automobile,0
21,68.38,36.34,74,842,7,62.09,CDD,Bac,Propriétaire,Bon,Automobile,1
56,107.77,12.41,10,426,1,41.01,CDI,Bac,Propriétaire,Bon,Immobilier,0
57,125.0,11.69,22,509,6,14.54,Chômeur,Licence,Locataire,Bon,Consommation,1
34,71.35,25.53,58,449,0,68.96,CDI,Bac,Autre,Bon,Immobilier,1
54,56.81,22.36,57,330,9,12.96,CDD,Master,Propriétaire,Acceptable,Immobilier,0
56,141.61,37.14,19,601,10,19.07,CDI,Licence,Propriétaire,Acceptable,Immobilier,0
77,106.41,8.13,34,556,10,81.77,CDD,Licence,Propriétaire,Acceptable,Automobile,1
69,31.07,48.75,13,356,8,66.01,Indépendant,Bac,Locataire,Excellent,Automobile,0
46,24.31,5.64,6,308,2,63.1,CDI,Licence,Locataire,Mauvais,Consommation,1
69,80.28,32.06,34,304,1,41.82,Retraité,Bac,Locataire,Mauvais,Consommation,1
53,44.71,30.32,41,413,3,39.63,CDI,Master,Propriétaire,Acceptable,Professionnel,1
77,49.29,11.06,56,504,3,69.03,CDD,Master,Propriétaire,Bon,Consommation,1
55,133.49,11.79,42,323,2,74.0,Chômeur,Licence,Propriétaire,Bon,Immobilier,0
56,27.09,40.67,74,792,1,51.02,Chômeur,Bac,Locataire,Acceptable,Automobile,0
67,111.57,44.94,58,705,4,96.93,CDI,Master,Propriétaire,Acceptable,Automobile,0
80,51.6,17.74,57,402,3,95.57,CDI,Licence,Locataire,Acceptable,Automobile,1
54,117.64,24.71,17,359,4,41.24,Indépendant,Bac,Locataire,Bon,Automobile,0
